,Unnamed: 0,Source 1,Source 1.1,Therapeutic Area in CTMS,TA Code in Directory,Compound,Study,DPN(Compound-Study),Exist in File Size Extract,new studies,Study Status,DM CRO for AWS SAS,Snapshot Flag,Other Flag,Status,Phase,Protocol Approval,FPFV,LPLV Final,Last DBL,Final CSR,Data Scenario
132,470,A,A,Virology,lo,672,910,lo672-910,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase III,19/06/2011,02/09/2011,30/04/2014,12/06/2014,17/11/2014,1d
133,471,A,A,Metabolics,Tb,867,841,Tb867-841,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,31/08/2014,27/10/2014,10/05/2015,31/08/2015,01/06/2016,1d
134,472,A,A,Cardiovascular,gt,179,839,gt179-839,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase IIA,12/02/2014,01/08/2014,01/06/2016,14/07/2016,15/11/2016,1d
135,473,A,A,Virology,lo,672,124,lo672-124,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,11/10/2011,18/04/2012,10/05/2012,13/07/2012,24/12/2012,1d
136,474,A,A,Oncology,DN,296,798,DN296-798,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase III,23/09/2008,19/02/2009,29/08/2017,28/09/2018,06/02/2019,1d
137,475,A,A,Oncology,DN,296,461,DN296-461,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase III,30/12/2008,25/08/2009,26/01/2018,28/09/2018,18/01/2019,1d
138,476,A,A,Virology,lo,666,428,lo666-428,Yes,,Not Applicable,Yes,*Closed,Not Available,Operationally Closed,Phase I,26/02/2014,01/04/2014,24/07/2014,17/09/2014,31/03/2015,2a
139,477,A,A,Neuroscience,JB,631,661,JB631-661,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,07/05/2010,21/07/2011,15/03/2013,11/03/2013,02/07/2013,1d
140,478,A,A,Oncology,DN,387,61,DN387-061,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,10/10/2008,01/07/2009,05/03/2012,30/11/2012,01/03/2013,1d
141,479,A,A,Metabolics,Tb,803,841,Tb803-841,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase IIA,29/03/2010,01/07/2010,11/01/2011,21/03/2011,14/12/2011,1d
142,480,A,A,Oncology,DN,90,839,DN090-839,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,12/07/2010,10/01/2011,29/11/2012,30/05/2013,22/11/2013,1d
143,481,A,A,Oncology,DN,163,215,DN163-215,Yes,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase II,22/05/2012,08/10/2012,12/05/2015,23/06/2015,29/04/2016,1d
144,482,A,A,Metabolics,Tb,323,179,Tb323-179,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,21/10/2009,18/11/2009,05/10/2010,08/12/2010,14/09/2011,1d
145,483,A,A,Virology,lo,672,501,lo672-501,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase IIIB,24/11/2014,16/02/2015,18/12/2015,14/01/2016,26/08/2016,1d
146,484,A,A,Immunoscience,jN,165,572,jN165-572,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,04/06/2012,08/08/2012,18/10/2012,25/01/2013,04/10/2013,1d
147,485,A,A,Virology,lo,762,51,lo762-051,Yes,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase IIB,10/10/2006,18/06/2007,04/09/2017,04/10/2017,01/02/2018,1a
148,486,A,A,Virology,lo,960,861,lo960-861,Yes,,Not Applicable,Yes,*Closed,Not Available,Operationally Closed,Phase I,23/09/2013,14/10/2013,16/01/2014,05/03/2014,15/01/2015,2a
149,487,A,A,Virology,lo,166,910,lo166-910,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,06/01/2013,28/02/2013,08/08/2013,11/10/2013,15/07/2014,1d
150,488,A,A,Virology,lo,559,839,lo559-839,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,10/08/2012,12/10/2012,07/11/2012,14/01/2013,30/05/2013,1d
151,489,A,A,Virology,lo,258,950,lo258-950,Yes,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase IIA,30/04/2010,26/07/2010,05/08/2010,24/02/2011,15/04/2011,7
152,490,A,A,Oncology,DN,753,450,DN753-450,No,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase I,20/09/2005,21/03/2006,22/05/2019,18/04/2017,07/05/2020,1a
153,491,A,A,Neuroscience,JB,526,661,JB526-661,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,27/03/2014,27/05/2014,04/02/2016,17/03/2016,02/09/2016,1d
154,492,A,A,Virology,lo,45,936,lo045-936,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase III,21/06/2012,29/01/2013,13/10/2014,25/11/2014,02/09/2015,1d
155,493,A,A,Oncology,DN,163,876,DN163-876,Yes,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase II,06/07/2012,23/04/2013,07/07/2016,01/08/2016,16/11/2016,1c
156,494,A,A,Virology,lo,166,861,lo166-861,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,01/10/2012,14/11/2012,06/03/2013,30/05/2013,09/08/2013,1d
157,495,A,A,Metabolics,Tb,397,374,Tb397-374,No,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase III,19/10/2010,,31/05/2011,,30/04/2011,7
158,496,A,A,Metabolics,Tb,323,450,Tb323-450,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,01/07/2011,23/08/2011,09/10/2011,21/03/2012,16/04/2013,1d
159,497,A,A,Virology,lo,666,366,lo666-366,Yes,,Not Applicable,Yes,*Closed,Not Available,Operationally Closed,Phase I,10/06/2014,26/06/2014,05/09/2014,24/10/2014,02/04/2015,2a
160,498,A,A,Oncology,DN,813,718,DN813-718,No,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase OTH,31/01/2014,25/03/2014,,,16/08/2018,7
161,499,A,A,Virology,lo,672,488,lo672-488,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase III,25/11/2013,10/02/2014,30/01/2015,09/03/2015,19/06/2015,1d
162,500,A,A,Virology,lo,846,13,lo846-013,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase III,30/07/2012,29/11/2012,20/02/2017,03/04/2017,12/06/2017,1c
163,501,A,A,Virology,lo,666,179,lo666-179,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,16/04/2013,13/05/2013,07/09/2013,14/11/2013,12/06/2014,1d
164,502,A,A,Neuroscience,JB,868,661,JB868-661,Yes,,Not Applicable,Yes,*Closed,Not Available,Operationally Closed,Phase I,30/09/2014,04/12/2014,07/04/2016,27/06/2016,19/01/2017,2a
165,503,A,A,Virology,lo,166,936,lo166-936,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase III,03/10/2013,26/02/2014,15/07/2015,18/08/2015,11/12/2015,1d
166,504,A,A,Oncology,DN,163,415,DN163-415,Yes,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase III,10/03/2009,26/05/2009,03/08/2015,13/07/2015,04/03/2016,1d
167,505,A,A,Virology,lo,762,595,lo762-595,Yes,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase IV,22/09/2006,29/12/2006,25/08/2016,04/05/2017,14/09/2017,1a
168,506,A,A,Virology,lo,666,795,lo666-795,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase III,18/10/2013,13/12/2013,18/11/2014,29/01/2015,11/06/2015,1d
169,507,A,A,Virology,lo,672,461,lo672-461,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,30/07/2008,24/09/2008,08/06/2009,09/07/2009,10/07/2010,1d
170,508,A,A,Neuroscience,JB,513,841,JB513-841,Yes,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase IIA,07/12/2010,14/03/2011,17/05/2012,17/07/2012,01/11/2012,1d
171,509,A,A,Oncology,DN,53,366,DN053-366,No,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase IV,21/08/2013,21/10/2013,12/01/2017,,06/02/2020,7
172,510,A,A,Oncology,DN,753,871,DN753-871,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,12/04/2013,09/08/2013,14/10/2013,26/11/2013,04/03/2014,1d
173,511,A,A,Oncology,DN,296,874,DN296-874,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I/II,14/09/2007,28/05/2008,21/12/2012,29/04/2013,06/10/2013,1d
174,512,A,A,Virology,lo,45,428,lo045-428,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase III,16/12/2011,08/03/2012,11/11/2014,12/12/2014,16/10/2015,1d
175,513,A,A,Virology,lo,45,324,lo045-324,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase III,02/05/2013,18/07/2013,27/08/2015,08/10/2015,26/02/2016,1d
176,514,A,A,Immunoscience,jN,347,839,jN347-839,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,17/05/2012,22/11/2012,23/04/2013,03/09/2013,18/12/2013,1d
177,515,A,A,Virology,DN,53,563,DN053-563,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,09/09/2016,07/01/2017,05/01/2018,23/03/2018,20/07/2018,1b
178,516,A,A,Oncology,DN,760,340,DN760-340,No,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase II,10/02/2015,14/05/2015,01/05/2018,,10/12/2017,7
179,517,A,A,Virology,lo,166,450,lo166-450,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,11/11/2009,28/12/2009,07/08/2011,14/12/2011,18/07/2012,1d
180,518,A,A,Metabolics,Tb,397,411,Tb397-411,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase III,08/12/2008,17/06/2010,27/03/2013,01/08/2013,08/09/2014,1d
181,519,A,A,Virology,lo,846,306,lo846-306,Yes,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase III,25/07/2002,25/11/2002,16/02/2016,29/04/2016,31/10/2016,1d
182,520,A,A,Oncology,DN,474,841,DN474-841,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,31/07/2007,14/12/2007,25/03/2010,12/10/2010,07/04/2011,1d
183,521,A,A,Oncology,DN,387,950,DN387-950,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,23/04/2009,20/11/2009,27/11/2012,30/04/2013,31/10/2013,1d
184,522,A,A,Virology,lo,166,718,lo166-718,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase III,11/06/2015,26/08/2015,27/02/2017,22/03/2017,02/08/2017,1c
185,523,A,A,Metabolics,Tb,240,61,Tb240-061,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,04/05/2010,28/06/2010,03/11/2010,05/05/2011,14/11/2011,1d
186,524,A,A,Neuroscience,JB,962,661,JB962-661,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,27/09/2011,05/01/2011,01/10/2012,19/02/2013,29/07/2013,1d
187,525,A,A,Immunoscience,jN,342,577,jN342-577,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase III,08/10/2007,17/01/2008,12/09/2014,29/12/2014,10/09/2015,1d
188,526,A,A,Virology,lo,208,572,lo208-572,Yes,,Not Applicable,Yes,*Closed,Not Available,Operationally Closed,Phase I,27/05/2015,07/07/2015,11/01/2016,04/05/2016,14/11/2016,2a
189,527,A,A,Virology,lo,960,954,lo960-954,Yes,,Not Applicable,Yes,*Closed,Not Available,Operationally Closed,Phase I,16/03/2016,01/04/2016,17/05/2016,18/07/2016,14/11/2016,2a
190,528,A,A,Virology,lo,672,508,lo672-508,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase II,08/06/2011,06/10/2011,17/12/2014,17/06/2015,30/10/2015,1d
191,529,A,A,Oncology,DN,709,132,DN709-132,No,,Not Applicable,Yes,Active,Not Available,Operationally Closed,Phase I,14/10/2011,23/01/2012,16/03/2012,26/04/2012,04/09/2012,2a
192,530,A,A,Immunoscience,jN,784,366,jN784-366,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase IIB,29/10/2013,04/02/2014,18/06/2015,26/06/2015,21/07/2015,1d
193,531,A,A,Oncology,DN,163,692,DN163-692,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase III,07/04/2006,08/08/2006,18/10/2013,14/11/2013,22/09/2014,1d
194,532,A,A,Oncology,DN,623,68,DN623-068,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,28/07/2015,27/11/2015,11/11/2016,15/03/2019,14/06/2019,1d
195,533,A,A,Cardiovascular,gt,179,661,gt179-661,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,11/03/2011,31/05/2011,02/04/2013,10/06/2013,25/11/2013,1d
196,534,A,A,Virology,lo,666,881,lo666-881,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,19/02/2014,01/04/2014,31/05/2014,25/07/2014,12/11/2014,1d
197,535,A,A,Virology,lo,166,51,lo166-051,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase III,27/03/2012,23/05/2012,29/09/2014,20/02/2015,18/09/2015,1d
198,536,A,A,Virology,lo,45,166,lo045-166,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase III,13/09/2012,25/03/2013,22/01/2015,23/02/2015,23/11/2015,1d
199,537,A,A,Virology,lo,846,957,lo846-957,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase IIIB,22/02/2011,08/07/2011,22/01/2018,06/03/2018,28/06/2018,1c
200,538,A,A,Neuroscience,JB,513,61,JB513-061,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,08/03/2011,07/06/2011,14/10/2011,28/11/2011,22/08/2012,1d
201,539,A,A,Oncology,DN,163,951,DN163-951,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,30/10/2008,17/02/2009,30/10/2012,18/12/2012,25/03/2014,1d
202,540,A,A,Oncology,DN,163,896,DN163-896,No,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase II,24/08/2014,16/12/2014,15/12/2016,27/04/2017,03/08/2017,1d
203,541,A,A,Metabolics,Tb,323,839,Tb323-839,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,10/04/2009,20/05/2009,25/07/2009,21/10/2009,22/07/2010,1d
204,542,A,A,Oncology,DN,709,61,DN709-061,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,12/02/2009,08/09/2009,04/07/2011,24/08/2011,22/06/2012,1d
205,543,A,A,Oncology,DN,296,450,DN296-450,Yes,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase I,12/12/2006,05/10/2007,08/03/2010,12/05/2010,22/03/2011,7
206,544,A,A,Oncology,DN,753,503,DN753-503,Yes,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase IIB,21/09/2006,01/10/2006,28/02/2009,,15/07/2016,1d
207,545,A,A,Virology,lo,846,524,lo846-524,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,21/07/2011,18/08/2011,03/09/2011,10/10/2011,21/02/2013,1d
208,546,A,A,Virology,lo,762,339,lo762-339,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,02/03/2017,20/07/2017,19/12/2017,28/02/2018,05/04/2019,1c
209,547,A,A,Neuroscience,JB,832,528,JB832-528,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,30/09/2010,18/02/2011,31/05/2011,26/07/2011,23/04/2012,1d
210,548,A,A,Neuroscience,JB,832,132,JB832-132,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,07/06/2011,06/09/2011,21/05/2012,28/06/2012,23/04/2013,1d
211,549,A,A,Immunoscience,jN,163,268,jN163-268,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase II,15/08/2006,04/01/2007,07/06/2013,27/11/2013,12/01/2015,1d
212,550,A,A,Metabolics,Tb,397,862,Tb397-862,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase III,17/03/2008,19/06/2008,21/06/2011,01/08/2011,10/01/2012,1d
213,551,A,A,Neuroscience,JB,800,450,JB800-450,Yes,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase I,09/10/2008,06/10/2008,14/07/2009,20/08/2009,23/06/2010,1e
214,552,A,A,Virology,lo,166,292,lo166-292,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase III,31/08/2012,19/11/2012,24/12/2014,24/03/2015,08/12/2015,1d
215,553,A,A,Neuroscience,JB,513,661,JB513-661,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase IIA,07/12/2010,21/03/2011,06/07/2012,13/08/2012,18/12/2012,1d
216,554,A,A,Cardiovascular,gt,419,841,gt419-841,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,PHASE 0,16/10/2016,22/12/2016,29/01/2017,11/10/2017,08/01/2018,1d
217,555,A,A,Virology,lo,166,874,lo166-874,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,08/06/2012,01/08/2012,11/12/2012,25/01/2013,27/06/2013,1d
218,556,A,A,Cardiovascular,gt,62,104,gt062-104,Yes,,Not Applicable,Yes,*Closed,Not Available,Operationally Closed,Phase I,27/03/2018,30/04/2018,15/06/2018,18/07/2018,28/11/2018,1d
219,557,A,A,Immunoscience,jN,163,393,jN163-393,No,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,PHASE 0,01/07/2015,13/11/2015,25/08/2017,18/04/2019,08/09/2019,1d
220,558,A,A,Metabolics,Tb,803,950,Tb803-950,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,28/11/2011,14/03/2012,05/06/2012,13/08/2012,17/05/2013,1d
221,559,A,A,Metabolics,Tb,803,528,Tb803-528,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,21/12/2011,19/03/2012,21/09/2012,21/11/2012,24/05/2013,1d
222,560,A,A,Virology,lo,672,393,lo672-393,Yes,,Not Applicable,Yes,*Closed,Not Available,Operationally Closed,Phase III,17/12/2015,29/03/2016,26/05/2017,06/07/2017,25/10/2017,2c
223,561,A,A,Oncology,DN,123,301,DN123-301,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase III,27/10/2017,02/04/2018,19/04/2018,02/08/2018,04/09/2018,7
224,562,A,A,Oncology,DN,813,186,DN813-186,No,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Pre-clinical,,,,,03/10/2018,7
225,563,A,A,Oncology,DN,163,132,DN163-132,Yes,,Not Applicable,Yes,*Closed,Not Available,Operationally Closed,Phase III,16/08/2010,22/08/2011,02/06/2017,19/09/2017,13/04/2016,2a
226,564,A,A,Cardiovascular,gt,62,798,gt062-798,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase III,28/08/2006,07/11/2006,28/05/2008,11/07/2008,03/04/2009,1d
227,565,A,A,Oncology,DN,813,106,DN813-106,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase IIIB,18/07/2016,28/09/2016,01/12/2016,26/01/2017,30/08/2017,1c
228,566,A,A,Immunoscience,jN,342,532,jN342-532,No,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Pre-clinical,,,,,26/02/2016,7
229,567,A,A,Virology,lo,45,373,lo045-373,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase II/III,16/04/2012,19/06/2012,15/05/2015,22/04/2015,30/01/2016,1d
230,568,A,A,Immunoscience,jN,163,798,jN163-798,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase II,18/01/2007,02/12/2002,08/08/2012,17/10/2012,02/07/2013,1d
231,569,A,A,Virology,lo,672,572,lo672-572,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase III,12/09/2011,12/12/2011,23/01/2014,14/03/2014,02/07/2014,1d
232,570,A,A,Virology,lo,846,92,lo846-092,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase IIIB,25/02/2010,18/11/2010,11/09/2017,23/10/2017,14/03/2018,1c
233,571,A,A,Virology,lo,45,661,lo045-661,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,24/11/2009,06/04/2010,26/10/2010,08/02/2011,26/10/2011,1d
234,572,A,A,Oncology,DN,163,874,DN163-874,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase II,08/11/2005,09/05/2006,07/04/2014,22/05/2014,04/12/2014,1d
235,573,A,A,Oncology,DN,90,661,DN090-661,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I/II,31/01/2010,08/07/2010,29/08/2011,09/11/2011,27/07/2012,1d
236,574,A,A,Metabolics,Tb,397,798,Tb397-798,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase III,25/11/2008,13/04/2009,12/05/2010,24/06/2010,09/11/2010,1d
237,575,A,A,Virology,lo,166,340,lo166-340,Yes,,Not Applicable,Yes,*Closed,Not Available,Operationally Closed,Phase I,25/01/2013,19/02/2013,23/05/2013,21/08/2013,30/12/2013,2a
238,576,A,A,Oncology,DN,53,749,DN053-749,No,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase IV,05/02/2018,,,,27/11/2019,7
239,577,A,A,Virology,lo,672,503,lo672-503,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase N/A,08/01/2014,12/05/2014,30/04/2016,22/01/2016,22/03/2017,7
240,578,A,A,Metabolics,Tb,192,841,Tb192-841,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase IIA,31/01/2014,14/07/2014,17/05/2016,03/10/2016,19/04/2017,1c
241,579,A,A,Neuroscience,JB,803,461,JB803-461,Yes,,Not Applicable,Yes,*Closed,Not Available,Operationally Closed,Phase I,02/07/2012,19/07/2012,04/09/2012,14/11/2012,07/05/2013,2a
242,580,A,A,Oncology,DN,526,661,DN526-661,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,PHASE 0,09/05/2013,23/03/2015,02/09/2015,02/09/2015,01/12/2016,1c
243,581,A,A,Virology,lo,846,577,lo846-577,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,31/12/2012,29/04/2013,10/06/2013,30/08/2013,03/12/2013,1d
244,582,A,A,Oncology,DN,753,477,DN753-477,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase III,10/07/2008,30/10/2008,31/07/2015,11/09/2015,23/12/2015,1d
245,583,A,A,Oncology,DN,163,468,DN163-468,Yes,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase II,06/07/2005,06/06/2006,24/07/2007,09/11/2007,27/06/2008,1d
246,584,A,A,Neuroscience,JB,832,33,JB832-033,Yes,,Not Applicable,Yes,*Closed,Not Available,Operationally Closed,Phase I,17/02/2012,02/03/2012,21/08/2012,29/10/2012,03/06/2013,2a
247,585,A,A,Metabolics,Tb,803,450,Tb803-450,Yes,,Not Applicable,Yes,*Closed,Not Available,Operationally Closed,Phase I,09/03/2012,03/04/2012,12/05/2012,28/08/2012,09/04/2013,2a
248,586,A,A,Metabolics,Tb,192,360,Tb192-360,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase IIA,03/02/2015,12/05/2015,19/06/2017,28/11/2017,19/06/2018,1c
249,587,A,A,Virology,lo,672,132,lo672-132,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase IIA,03/03/2009,23/06/2009,24/01/2011,28/02/2011,29/12/2011,1d
250,588,A,A,Oncology,DN,387,268,DN387-268,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,21/06/2011,01/11/2011,15/11/2012,08/07/2013,28/10/2013,1d
251,589,A,A,Cardiovascular,gt,512,841,gt512-841,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,24/10/2013,09/12/2013,28/07/2014,05/03/2015,28/07/2015,1d
252,590,A,A,Neuroscience,JB,832,450,JB832-450,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,16/08/2011,06/10/2011,18/04/2012,14/08/2012,01/03/2013,1d
253,591,A,A,Cardiovascular,gt,62,767,gt062-767,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,31/08/2011,05/10/2011,11/11/2011,31/01/2012,02/08/2012,1d
254,592,A,A,Virology,lo,666,311,lo666-311,Yes,,Not Applicable,Yes,*Closed,Not Available,Operationally Closed,Phase I,02/01/2014,22/01/2014,17/04/2014,02/07/2014,07/11/2014,2a
255,593,A,A,Oncology,DN,813,839,DN813-839,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,12/10/2010,24/02/2011,16/01/2017,06/04/2017,15/09/2017,1c
256,594,A,A,Virology,lo,45,33,lo045-033,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,27/09/2011,15/11/2011,30/04/2012,29/06/2012,29/01/2013,1d
257,595,A,A,Virology,lo,666,68,lo666-068,Yes,,Not Applicable,Yes,*Closed,Not Available,Operationally Closed,Phase I,10/03/2014,08/04/2014,12/06/2014,06/08/2014,19/11/2014,2a
258,596,A,A,Immunoscience,jN,342,845,jN342-845,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase IIIB,09/03/2010,10/12/2010,27/10/2014,20/05/2015,12/10/2015,1d
259,597,A,A,Virology,lo,45,839,lo045-839,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase IIB,13/08/2010,15/11/2010,13/12/2013,27/01/2014,29/07/2014,1d
260,598,A,A,Immunoscience,jN,165,468,jN165-468,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase IIA,29/08/2011,13/12/2011,29/12/2014,15/04/2015,22/10/2015,1d
261,599,A,A,Oncology,DN,709,841,DN709-841,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,14/08/2007,08/04/2008,12/04/2013,24/06/2013,15/04/2014,1d
262,600,A,A,Virology,lo,45,953,lo045-953,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase III,12/04/2012,20/07/2012,24/09/2014,30/10/2014,14/05/2015,1d
263,601,A,A,Virology,lo,208,204,lo208-204,Yes,,Not Applicable,Yes,*Closed,Not Available,Operationally Closed,Phase I,11/12/2015,14/01/2016,27/06/2016,30/08/2016,21/11/2016,2a
264,602,A,A,Neuroscience,JB,832,268,JB832-268,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase III,28/04/2011,04/08/2011,23/10/2013,09/12/2013,31/03/2014,1d
